"data_product_id","name","tags","product_metadata"
"56f2df967f63a17af7f6d889a8f518d2",test-data-p,"[""Test""]","{""metadata"":[]}"
"0557ec5f15aa0f7b684c58c4549f15d7",Sales data product ,"[""sales""]","{""metadata"":[{""fieldName"":""c_name"",""businessName"":""name of the customer"",""businessDescription"":""name is mandatory"",""dataType"":""string""},{""fieldName"":""c_mktsegment"",""businessName"":""c_mktsegment"",""businessDescription"":""c_mktsegment"",""dataType"":""string""},{""fieldName"":""n_name"",""businessName"":""n_name"",""businessDescription"":""n_name"",""dataType"":""string""},{""fieldName"":""r_name"",""businessName"":""r_name"",""businessDescription"":""r_name"",""dataType"":""string""}]}"
"75653a3b7e036ceb29cdbefa7c4deada",Region Master DP,"[""region""]","{""metadata"":[{""fieldName"":""CP_CATALOG_PAGE_SK"",""businessName"":""CP_CATALOG_PAGE_SK"",""businessDescription"":""CP_CATALOG_PAGE_SK"",""dataType"":""decimal"",""dataQuality"":""50.5"",""id"":1,""dataDomain"":""String""},{""fieldName"":""CP_CATALOG_PAGE_ID"",""businessName"":""CP_CATALOG_PAGE_ID"",""businessDescription"":""CP_CATALOG_PAGE_ID"",""dataType"":""string"",""dataQuality"":""50.5"",""id"":2,""dataDomain"":""String""},{""fieldName"":""CP_START_DATE_SK"",""businessName"":""CP_START_DATE_SK"",""businessDescription"":""CP_START_DATE_SK"",""dataType"":""decimal"",""dataQuality"":""50.5"",""id"":3,""dataDomain"":""String""},{""fieldName"":""CP_END_DATE_SK"",""businessName"":""CP_END_DATE_SK"",""businessDescription"":""CP_END_DATE_SK"",""dataType"":""decimal"",""dataQuality"":""50.5"",""id"":4,""dataDomain"":""String""},{""fieldName"":""CP_DEPARTMENT"",""businessName"":""CP_DEPARTMENT"",""businessDescription"":""CP_DEPARTMENT"",""dataType"":""string"",""dataQuality"":""50.5"",""id"":5,""dataDomain"":""String""},{""fieldName"":""CP_CATALOG_NUMBER"",""businessName"":""CP_CATALOG_NUMBER"",""businessDescription"":""CP_CATALOG_NUMBER"",""dataType"":""decimal"",""dataQuality"":""50.5"",""id"":6,""dataDomain"":""String""},{""fieldName"":""CP_CATALOG_PAGE_NUMBER"",""businessName"":""CP_CATALOG_PAGE_NUMBER"",""businessDescription"":""CP_CATALOG_PAGE_NUMBER"",""dataType"":""decimal"",""dataQuality"":""50.5"",""id"":7,""dataDomain"":""String""},{""fieldName"":""CP_DESCRIPTION"",""businessName"":""CP_DESCRIPTION"",""businessDescription"":""CP_DESCRIPTION"",""dataType"":""string"",""dataQuality"":""50.5"",""id"":8,""dataDomain"":""String""},{""fieldName"":""CP_TYPE"",""businessName"":""CP_TYPE"",""businessDescription"":""CP_TYPE"",""dataType"":""string"",""dataQuality"":""50.5"",""id"":9,""dataDomain"":""String""},{""fieldName"":""CC_CALL_CENTER_SK"",""businessName"":""CC_CALL_CENTER_SK"",""businessDescription"":""CC_CALL_CENTER_SK"",""dataType"":""decimal"",""dataQuality"":""50.5"",""id"":10,""dataDomain"":""String""},{""fieldName"":""CC_CALL_CENTER_ID"",""businessName"":""CC_CALL_CENTER_ID"",""businessDescription"":""CC_CALL_CENTER_ID"",""dataType"":""string"",""dataQuality"":""50.5"",""id"":11,""dataDomain"":""String""},{""fieldName"":""CC_REC_START_DATE"",""businessName"":""CC_REC_START_DATE"",""businessDescription"":""CC_REC_START_DATE"",""dataType"":""date"",""dataQuality"":""50.5"",""id"":12,""dataDomain"":""Date""},{""fieldName"":""CC_REC_END_DATE"",""businessName"":""CC_REC_END_DATE"",""businessDescription"":""CC_REC_END_DATE"",""dataType"":""date"",""dataQuality"":""25.25"",""id"":13,""dataDomain"":""String""},{""fieldName"":""CC_CLOSED_DATE_SK"",""businessName"":""CC_CLOSED_DATE_SK"",""businessDescription"":""CC_CLOSED_DATE_SK"",""dataType"":""decimal"",""dataQuality"":""0.0"",""id"":14,""dataDomain"":""String""},{""fieldName"":""CC_OPEN_DATE_SK"",""businessName"":""CC_OPEN_DATE_SK"",""businessDescription"":""CC_OPEN_DATE_SK"",""dataType"":""decimal"",""dataQuality"":""50.5"",""id"":15,""dataDomain"":""String""},{""fieldName"":""CC_NAME"",""businessName"":""CC_NAME"",""businessDescription"":""CC_NAME"",""dataType"":""string"",""dataQuality"":""50.5"",""id"":16,""dataDomain"":""String""},{""fieldName"":""CC_CLASS"",""businessName"":""CC_CLASS"",""businessDescription"":""CC_CLASS"",""dataType"":""string"",""dataQuality"":""50.5"",""id"":17,""dataDomain"":""String""},{""fieldName"":""CC_EMPLOYEES"",""businessName"":""CC_EMPLOYEES"",""businessDescription"":""CC_EMPLOYEES"",""dataType"":""decimal"",""dataQuality"":""50.5"",""id"":18,""dataDomain"":""String""},{""fieldName"":""CC_SQ_FT"",""businessName"":""CC_SQ_FT"",""businessDescription"":""CC_SQ_FT"",""dataType"":""decimal"",""dataQuality"":""50.5"",""id"":19,""dataDomain"":""String""},{""fieldName"":""CC_HOURS"",""businessName"":""CC_HOURS"",""businessDescription"":""CC_HOURS"",""dataType"":""string"",""dataQuality"":""50.5"",""id"":20,""dataDomain"":""String""},{""fieldName"":""CC_MANAGER"",""businessName"":""CC_MANAGER"",""businessDescription"":""CC_MANAGER"",""dataType"":""string"",""dataQuality"":""50.5"",""id"":21,""dataDomain"":""String""},{""fieldName"":""CC_MKT_ID"",""businessName"":""CC_MKT_ID"",""businessDescription"":""CC_MKT_ID"",""dataType"":""decimal"",""dataQuality"":""50.5"",""id"":22,""dataDomain"":""String""},{""fieldName"":""CC_MKT_CLASS"",""businessName"":""CC_MKT_CLASS"",""businessDescription"":""CC_MKT_CLASS"",""dataType"":""string"",""dataQuality"":""50.5"",""id"":23,""dataDomain"":""String""},{""fieldName"":""CC_MKT_DESC"",""businessName"":""CC_MKT_DESC"",""businessDescription"":""CC_MKT_DESC"",""dataType"":""string"",""dataQuality"":""50.5"",""id"":24,""dataDomain"":""String""},{""fieldName"":""CC_MARKET_MANAGER"",""businessName"":""CC_MARKET_MANAGER"",""businessDescription"":""CC_MARKET_MANAGER"",""dataType"":""string"",""dataQuality"":""50.5"",""id"":25,""dataDomain"":""String""},{""fieldName"":""CC_DIVISION"",""businessName"":""CC_DIVISION"",""businessDescription"":""CC_DIVISION"",""dataType"":""decimal"",""dataQuality"":""50.5"",""id"":26,""dataDomain"":""String""},{""fieldName"":""CC_DIVISION_NAME"",""businessName"":""CC_DIVISION_NAME"",""businessDescription"":""CC_DIVISION_NAME"",""dataType"":""string"",""dataQuality"":""50.5"",""id"":27,""dataDomain"":""String""},{""fieldName"":""CC_COMPANY"",""businessName"":""CC_COMPANY"",""businessDescription"":""CC_COMPANY"",""dataType"":""decimal"",""dataQuality"":""50.5"",""id"":28,""dataDomain"":""String""},{""fieldName"":""CC_COMPANY_NAME"",""businessName"":""CC_COMPANY_NAME"",""businessDescription"":""CC_COMPANY_NAME"",""dataType"":""string"",""dataQuality"":""50.5"",""id"":29,""dataDomain"":""String""},{""fieldName"":""CC_STREET_NUMBER"",""businessName"":""CC_STREET_NUMBER"",""businessDescription"":""CC_STREET_NUMBER"",""dataType"":""string"",""dataQuality"":""50.5"",""id"":30,""dataDomain"":""String""},{""fieldName"":""CC_STREET_NAME"",""businessName"":""CC_STREET_NAME"",""businessDescription"":""CC_STREET_NAME"",""dataType"":""string"",""dataQuality"":""50.5"",""id"":31,""dataDomain"":""String""},{""fieldName"":""CC_STREET_TYPE"",""businessName"":""CC_STREET_TYPE"",""businessDescription"":""CC_STREET_TYPE"",""dataType"":""string"",""dataQuality"":""50.5"",""id"":32,""dataDomain"":""String""},{""fieldName"":""CC_SUITE_NUMBER"",""businessName"":""CC_SUITE_NUMBER"",""businessDescription"":""CC_SUITE_NUMBER"",""dataType"":""string"",""dataQuality"":""50.5"",""id"":33,""dataDomain"":""String""},{""fieldName"":""CC_CITY"",""businessName"":""CC_CITY"",""businessDescription"":""CC_CITY"",""dataType"":""string"",""dataQuality"":""50.5"",""id"":34,""dataDomain"":""String""},{""fieldName"":""CC_COUNTY"",""businessName"":""CC_COUNTY"",""businessDescription"":""CC_COUNTY"",""dataType"":""string"",""dataQuality"":""50.5"",""id"":35,""dataDomain"":""String""},{""fieldName"":""CC_STATE"",""businessName"":""CC_STATE"",""businessDescription"":""CC_STATE"",""dataType"":""string"",""dataQuality"":""50.0"",""id"":36,""dataDomain"":""US states alpha 2""},{""fieldName"":""CC_ZIP"",""businessName"":""CC_ZIP"",""businessDescription"":""CC_ZIP"",""dataType"":""string"",""dataQuality"":""50.5"",""id"":37,""dataDomain"":""US zip code""},{""fieldName"":""CC_COUNTRY"",""businessName"":""CC_COUNTRY"",""businessDescription"":""CC_COUNTRY"",""dataType"":""string"",""dataQuality"":""50.0"",""id"":38,""dataDomain"":""Country""},{""fieldName"":""CC_GMT_OFFSET"",""businessName"":""CC_GMT_OFFSET"",""businessDescription"":""CC_GMT_OFFSET"",""dataType"":""decimal"",""dataQuality"":""50.5"",""id"":39,""dataDomain"":""String""},{""fieldName"":""CC_TAX_PERCENTAGE"",""businessName"":""CC_TAX_PERCENTAGE"",""businessDescription"":""CC_TAX_PERCENTAGE"",""dataType"":""decimal"",""dataQuality"":""50.5"",""id"":40,""dataDomain"":""String""},{""fieldName"":""INS_DT"",""businessName"":""INS_DT"",""businessDescription"":""INS_DT"",""dataType"":""date"",""dataQuality"":""50.5"",""id"":41,""dataDomain"":""Date""},{""fieldName"":""UPDT_DT"",""businessName"":""UPDT_DT"",""businessDescription"":""UPDT_DT"",""dataType"":""date"",""dataQuality"":""50.5"",""id"":42,""dataDomain"":""Date""}]}"
"9a6f64d3b226fc23920ff4d8c0a15589",DP_001,"[""Test""]","{""metadata"":[]}"
"2493ec3cdcbe32d8061d44fc8723dd12",DP_001,"[""Test""]","{""metadata"":[]}"
"17c707a4df945d0591e39b91efc31994",DP_002,"[""Test""]","{""metadata"":[]}"
a9950d1fc9d38c028c71aeeca47ddf75,DP_003,"[""Test""]","{""metadata"":[]}"
"17447dab6f134bacbd44aa501932f9f9",DP_004,"[""Test""]","{""metadata"":[]}"
"1b692fcfc74c2e17aa9243a39e281dde",DP-Test_01,"[""test""]","{""metadata"":[{""fieldName"":""c_custkey"",""businessName"":""customer_key"",""businessDescription"":""key is manddatory for the customer to verify "",""dataType"":""integer""},{""fieldName"":""c_name"",""businessName"":""name of the customer"",""businessDescription"":""name is mandatory"",""dataType"":""string""},{""fieldName"":""c_address"",""businessName"":""c_address"",""businessDescription"":""c_address"",""dataType"":""string""},{""fieldName"":""c_nationkey"",""businessName"":""c_nationkey"",""businessDescription"":""c_nationkey"",""dataType"":""integer""},{""fieldName"":""c_phone"",""businessName"":""c_phone"",""businessDescription"":""c_phone"",""dataType"":""string""},{""fieldName"":""c_acctbal"",""businessName"":""c_acctbal"",""businessDescription"":""c_acctbal"",""dataType"":""decimal""},{""fieldName"":""c_mktsegment"",""businessName"":""c_mktsegment"",""businessDescription"":""c_mktsegment"",""dataType"":""string""},{""fieldName"":""c_comment"",""businessName"":""c_comment"",""businessDescription"":""c_comment"",""dataType"":""string""},{""fieldName"":""n_nationkey"",""businessName"":""n_nationkey"",""businessDescription"":""n_nationkey"",""dataType"":""integer""},{""fieldName"":""n_name"",""businessName"":""n_name"",""businessDescription"":""n_name"",""dataType"":""string""},{""fieldName"":""n_regionkey"",""businessName"":""n_regionkey"",""businessDescription"":""n_regionkey"",""dataType"":""integer""},{""fieldName"":""n_comment"",""businessName"":""n_comment"",""businessDescription"":""n_comment"",""dataType"":""string""}]}"
"31321590c30cac58f1e75fa3079110ff",DP-001,"[""test""]","{""metadata"":[]}"
f0ae2e8e21d529b3570d5748a9d184b7,DP-test_001,"[""test""]","{""metadata"":[]}"
"05f07a42554a4bb500bb3134dbb6a1e9",DP_004,"[""test""]","{""metadata"":[]}"
"5b2859c51a3302a56d7113da5f3e4aca",DP_test_01,"[""test d""]","{""metadata"":[]}"
cc879505be99b3488c8ab42500c274c7,sales DP 01,"[""test""]","{""metadata"":[]}"
"4809fe3127d37e30bfc802ec549a38df",DP_002,"[""test""]","{""metadata"":[]}"
"19f9a9acb3ba0a0409829e19c10e6261",DP with 2 tables,"[""test""]","{""metadata"":[]}"
f104fa9dab7bc427d52bc157e0faf649,DP_test_001,"[""Test""]","{""metadata"":[{""fieldName"":""n_nationkey"",""businessName"":""n_nationkey"",""businessDescription"":""n_nationkey"",""dataType"":""integer""},{""fieldName"":""n_name"",""businessName"":""n_name"",""businessDescription"":""n_name"",""dataType"":""string""},{""fieldName"":""n_regionkey"",""businessName"":""n_regionkey"",""businessDescription"":""n_regionkey"",""dataType"":""integer""},{""fieldName"":""n_comment"",""businessName"":""n_comment"",""businessDescription"":""n_comment"",""dataType"":""string""},{""fieldName"":""c_custkey"",""businessName"":""customer_key"",""businessDescription"":""key is manddatory for the customer to verify "",""dataType"":""integer""},{""fieldName"":""c_name"",""businessName"":""name of the customer"",""businessDescription"":""name is mandatory"",""dataType"":""string""},{""fieldName"":""c_address"",""businessName"":""c_address"",""businessDescription"":""c_address"",""dataType"":""string""},{""fieldName"":""c_nationkey"",""businessName"":""c_nationkey"",""businessDescription"":""c_nationkey"",""dataType"":""integer""},{""fieldName"":""c_phone"",""businessName"":""c_phone"",""businessDescription"":""c_phone"",""dataType"":""string""},{""fieldName"":""c_acctbal"",""businessName"":""c_acctbal"",""businessDescription"":""c_acctbal"",""dataType"":""decimal""},{""fieldName"":""c_mktsegment"",""businessName"":""c_mktsegment"",""businessDescription"":""c_mktsegment"",""dataType"":""string""},{""fieldName"":""c_comment"",""businessName"":""c_comment"",""businessDescription"":""c_comment"",""dataType"":""string""}]}"
f9394d237ab7417adab497232d26dd5b,sample DP 01,"[""test""]","{""metadata"":[{""fieldName"":""n_name"",""businessName"":""n_name"",""businessDescription"":""n_name"",""dataType"":""string"",""id"":1,""dataDomain"":""String"",""recomendedSensitivity"":""internal""},{""fieldName"":""r_name"",""businessName"":""r_name"",""businessDescription"":""r_name"",""dataType"":""string"",""id"":2,""dataDomain"":""String"",""recomendedSensitivity"":""public""}]}"
